state,country,gender,ethnicity,studentIDs,originSource,studentType,major,financialAidOfferedAmount,athlete,sport,raleyCollegeTagExists,recruitingTerritory,counselor,counselorIncomingTextCount,counselorOutgoingTextCount,phoneSuccessfulCount,phoneUnsuccessfulCount,phoneVoicemailCount,admittedStudentsDay,bisonDay,bisonDayAtTheWeekend,campusVisit,dallasBisonExclusive,footballVisit,golfVisit,oklahomaCityBisonExclusive,scholarsBisonDay,scholarsMixerAndBanquet,scholarshipInterview,scholarshipInterviewRegistration,softballVisit,trackVisit,tulsaBisonExclusive,volleyballVisit,eventsAttendedCount
AR,KEN,M,Eth-9,01343029,Graduate Website Inquiry,First-Time Freshman,"Special Education, Early Childhood Track",4826,N,Golf,N,T04,C4,10,16,13,9,20,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,11
FL,ESP,M,Eth-3,01559461,Campus Visit Registration,Transfer (24+ Hours),Christian Ministry,3948,N,Soccer,Y,Raley College,C7,10,2,19,8,18,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,16
SC,CYP,Not Declared,Eth-5,01312774,Private Colleges & Universities,Second Degree,"Biblical and Theological Studies, Biblical Studies Emphasis",4264,Y,Golf,Y,T07,C3,0,14,6,11,5,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,12
North Kivu,MNG,Not Declared,Eth-4,01577469,Encoura Affinity Connection,Test Optional,"Special Education, Early Childhood Track",4444,N,Not Declared,Y,T02,C5,18,17,12,8,4,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,10
Kericho,CYP,Not Declared,Eth-2,01498032,Encoura,Readmit,Applied Mathematics: Actuarial and Financial Math Emphasis,2697,N,Volleyball,N,T07,C6,10,8,18,11,9,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,14
Manipur,Not Declared,M,Not Declared,01540394,College Fair Contact,Second Degree,"Social Sciences Education, Secondary",2116,Y,Soccer,N,T05,C14,10,17,20,1,12,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,5
Osun,KEN,M,Eth-4,01467356,RNL Sophomore Search,Second Degree,Engineering - Mechanical Engineering,4174,N,Basketball (Women's),Y,Homeschool,C6,11,9,17,4,6,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,5
OK,MEX,M,Eth-9,01380839,College Raptor,Test Optional,Music Education,3862,Y,Softball,N,Raley College,C4,10,3,20,10,18,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,12
Fars,UZB,M,Eth-1,01475480,Phone Call - Successful,Transfer (24+ Hours),Psychology,3885,N,Basketball (Men's),N,P02,C7,5,14,9,2,6,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,Y,6
Anambra,IND,Not Declared,Eth-6,01450909,Encoura Affinity Connection,Readmit,Art,2837,Y,Golf,Y,Raley College,C2,14,0,1,14,20,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,7
Saint Catherine,CMR,Not Declared,Eth-3,01300738,Phone Call - Successful,Test Optional,"Art Education, P-12",3169,Y,STUNT,Y,T01,C4,14,16,3,13,7,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,13
TN,MAR,Not Declared,Eth-2,01593414,Private Colleges & Universities,First-Time Freshman,Music Education,2355,Y,STUNT,N,P01,C14,14,2,13,11,18,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,13
Northern,TUR,Not Declared,Eth-1,01518135,New Mexico Annual Convention,First-Time Freshman,"Art Education, P-12",2794,Y,Not Declared,N,T02,C6,4,16,14,15,7,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,5
LA,KAZ,M,Eth-1,01588082,Oklahoma Promise,First-Time Freshman,"Sports and Recreation, Camp Administration Emphasis",3530,N,Basketball (Men's),N,Graduate,C12,11,14,11,4,8,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,14
SC,ARE,M,Eth-4,01313487,Not Declared,Second Degree,"Exercise Science, Pre-Allied Health Emphasis",2946,N,Marching Band,N,T07,C11,7,17,6,13,6,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,6
Scotland,KAZ,Not Declared,Eth-2,01514918,Referral - OBU Faculty Member,Second Degree,Software Engineering,3823,Y,Not Declared,Y,T01,C11,11,3,4,2,16,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,5
Greater Accra,UZB,M,Not Declared,01594553,Campus Visit Registration,Second Degree,Family Therapy,4784,Y,Basketball (Women's),N,T02,C8,4,11,8,20,6,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,9
Western Cape,MWI,M,Eth-5,01367731,Referral - OBU Faculty Member,Test Optional,Political Science,3188,N,Dance,Y,P02,C7,11,13,0,13,4,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,11
Fergana,HKG,M,Eth-1,01372245,Super Summer,Second Degree,Music Education,2315,N,Track & Field (Men's),Y,P01,C14,10,14,13,19,20,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,7
KwaZulu-Natal,HKG,M,Eth-4,01409728,Christian Connector Web Response,Test Optional,Nursing,4444,N,Track & Field (Women's),N,T01,C8,10,1,9,2,16,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,20
Northern,ROU,Not Declared,Eth-6,01530686,SAT Score,Transfer (24+ Hours),Project Management,4826,Y,Dance,N,P02,C4,5,10,16,15,6,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,13
AR,URY,Not Declared,Eth-6,01403006,Church Visit,Test Optional,Vocal Performance,3442,N,Marching Band,Y,P02,C10,9,0,4,17,9,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,11
Prague,LBR,Not Declared,Eth-1,01484945,RNL Sophomore Search,Test Optional,Philosophy,2315,N,Track & Field (Women's),Y,T07,C12,13,13,2,9,17,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,3
Hhohho,IRN,Not Declared,Eth-2,01436411,Bison Day Attended,Test Optional,"Art Education, P-12",2190,Y,Volleyball,Y,T04,C2,10,10,15,5,20,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,4
TX,WSM,Not Declared,Eth-2,01508175,Church Visit,Test Optional,"Global Marketplace Engagement, Spanish Emphasis",3823,N,Football,Y,T03,C6,2,4,6,17,20,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,13
MN,UZB,M,Not Declared,01429233,CLT Score,Transfer,"Biblical and Theological Studies, Biblical Language Emphasis",2315,N,Football,N,T07,C9,2,3,15,5,14,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,14
Oshana,TGO,Not Declared,Eth-9,01407996,Phone Call - Unsuccessful,Transfer (24+ Hours),Musical Arts,2142,Y,Not Declared,Y,Homeschool,C4,8,13,20,10,18,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,2
NM,KEN,Not Declared,Eth-7,01490311,Inquiry Card,Test Optional,"Sports and Recreation, Sports and Recreation Management Emphasis",3755,Y,Softball,Y,P02,C14,12,13,11,20,7,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,13
Addis Ababa,PSE,Not Declared,Eth-3,01367563,CLT Application,Transfer,Creative Media,3308,N,Golf,Y,T02,C13,6,15,11,3,19,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,18
MA,UGA,Not Declared,Eth-7,01444958,Clark Higher Ed Search,Test Optional,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),2029,Y,Soccer,N,T04,C6,8,18,14,14,20,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,5
CENTRAL REGION,BEN,Not Declared,Eth-5,01363253,Super Summer,Transfer,"Piano Performance, Pedagogy Emphasis",4264,Y,Basketball (Men's),Y,T03,C5,0,15,2,6,18,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,16
WV,BHS,M,Eth-5,01584156,Text Message - Outgoing,Transfer (24+ Hours),English,3418,N,Track & Field (Men's),Y,T01,C10,4,12,4,4,6,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,8
Rivers,ARG,M,Eth-1,01370536,Night on the Hill Reservation,Readmit,Christian Studies,4049,N,Golf,N,T00,C13,10,11,14,11,0,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,17
TX,MNG,Not Declared,Eth-1,01353173,Website Inquiry,Transfer,Sport Psychology,3696,N,Marching Band,Y,T02,C12,4,0,15,7,15,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,3
SC,BEN,M,Eth-7,01450545,RNL Sophomore Search,Readmit,Finance,3687,Y,Basketball (Men's),N,T00,C4,15,5,15,18,20,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,13
GA,PER,Not Declared,Eth-9,01325514,Falls Creek,First-Time Freshman,"Special Education, Elementary Track",3036,N,STUNT,N,Graduate,C13,2,5,4,16,6,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,19
NV,NZL,Not Declared,Eth-6,01454780,GTCF Matchmaker,First-Time Freshman,Early Childhood Education,2315,Y,Not Declared,N,Raley College,C9,7,15,10,7,6,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,2
ADDIS ABABA,USA,Not Declared,Eth-6,01364443,StriveScan - Connections,Second Degree,"Music Education, Instrumental Certificate P-12",3619,N,STUNT,N,T02,C12,5,10,14,16,19,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,19
SD,PSE,M,Eth-7,01592770,CLT Prospect,First-Time Freshman,"Global Marketplace Engagement, TESOL Emphasis",4522,Y,Soccer,Y,Raley College,C10,16,19,12,13,20,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,6
ASHANTI REGION,BFA,Not Declared,Eth-9,01331116,Phone Call - Voicemail,Test Optional,"Chemistry, Forensic Emphasis",2806,Y,Track & Field (Men's),Y,T06,C12,14,9,0,10,9,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,16
Enugu,NLD,Not Declared,Eth-6,01478289,SAT Score,Transfer,"Computer Science, Interdisciplinary Emphasis",3230,Y,Softball,Y,T02,C4,3,10,9,11,9,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,6
Dushanbe,MDG,M,Eth-3,01586792,Graduate Website Inquiry,Second Degree,"Sports and Recreation, Athletic Coaching Emphasis",3261,Y,STUNT,N,T02,C10,0,11,15,20,7,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,4
NJ,BRB,M,Eth-9,01331739,StriveScan - Connections,Second Degree,"Special Education, Early Childhood Track",3038,N,Golf,N,T02,C12,12,12,4,10,6,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,17
RIO GRANDE DO NORTE,BDI,Not Declared,Eth-3,01431744,Christian Connector Web Response,Transfer,"Biology, Forensic Emphasis",4934,Y,Golf,Y,Homeschool,C3,16,4,13,13,10,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,1
Barisal,TJK,Not Declared,Not Declared,01334554,Referral - OBU Faculty Member,Transfer (24+ Hours),Forensic Psychology,4522,N,Football,N,Graduate,C4,9,11,20,17,20,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,8
Antananarivo,MNG,Not Declared,Eth-8,01458832,Encoura,Readmit,"Christian Ministry, Student and Family Ministry Emphasis",4925,Y,Not Declared,N,T04,C5,3,13,20,9,19,N,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,17
Mpumalanga,TJK,M,Eth-5,01370439,Text Message,Test Optional,"Exercise Science, Human Performance Emphasis",3794,Y,STUNT,N,T04,C6,18,5,4,5,15,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,9
Garissa,UGA,M,Eth-3,01301039,Super Summer,Transfer,Nursing,4456,Y,Track & Field (Women's),N,P01,C12,12,14,20,20,6,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,5
DAKAR,SAU,M,Eth-7,01495669,Clark Higher Ed Leads,Transfer,"Sports and Recreation, Sports Ministry Emphasis",3885,N,Track & Field (Men's),Y,T07,C2,16,4,19,5,1,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,17
Centre,MNG,Not Declared,Not Declared,01471263,FAFSA,Second Degree,"Philosophy, Apologetics Emphasis",2315,Y,Track & Field (Men's),N,T01,C9,16,11,3,19,3,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,18
Northern,TUR,M,Eth-5,01392134,FAFSA,Test Optional,"Biblical and Theological Studies, Biblical Language Emphasis",3885,N,Track & Field (Men's),N,Homeschool,C13,2,11,4,10,2,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,20
Plateau,BRA,Not Declared,Eth-9,01443704,Transcript Received,Transfer (24+ Hours),Music Education,3230,N,Volleyball,Y,P02,C6,18,14,9,12,7,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,16
Manicaland,MEX,Not Declared,Not Declared,01509637,CollegExpress,Readmit,Vocal Performance,4264,Y,Softball,Y,T05,C2,7,11,2,7,20,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,3
OH,USA,Not Declared,Eth-4,01511635,Transcript Received,Transfer (24+ Hours),"Christian Ministry, Women's Ministry Emphasis",4929,N,Football,Y,Raley College,C2,5,8,17,13,12,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,4
DC,BGD,M,Eth-6,01336055,SAT Score,Test Optional,Early Childhood Education,3308,N,Not Declared,N,P02,C10,6,18,7,20,7,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,2
ASHANTI,BDI,M,Eth-7,01313033,GTCF Matchmaker,Readmit,"Global Marketplace Engagement, Math Education Emphasis",2116,N,Soccer,Y,Homeschool,C8,9,15,13,20,15,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,19
Madrid Autonomous Community,IND,M,Eth-6,01516644,CLT Prospect,Transfer,Business Administration,2826,N,Track & Field (Men's),Y,Graduate,C9,4,18,16,3,12,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,14
Harghita,LBR,Not Declared,Eth-3,01492662,Niche Prospects,Transfer,Applied Mathematics: Data Science Emphasis,4978,N,Volleyball,Y,T03,C12,13,3,3,20,11,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,9
Araucania,CZE,M,Eth-4,01477343,Capture Higher Ed,First-Time Freshman,"Computer Science, Interdisciplinary Emphasis",3783,Y,Softball,Y,P02,C3,8,14,16,6,14,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,6
Kiambu,ZMB,Not Declared,Eth-5,01325544,RNL Sophomore Search,Transfer,"Biology, Forensic Emphasis",3794,N,Track & Field (Women's),N,T02,C10,15,5,1,2,14,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,12
Herat,KAZ,Not Declared,Eth-5,01419932,Online Application,Transfer,International Business,4776,Y,Track & Field (Women's),Y,P02,C6,2,13,10,16,18,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,13
Tashkent,ZWE,Not Declared,Eth-9,01346684,College Fair Contact,First-Time Freshman,Marketing,3036,N,Dance,Y,P01,C6,8,6,17,7,18,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,6
DE,NLD,Not Declared,Eth-8,01424500,Website Inquiry,First-Time Freshman,Music Composition,4194,Y,Not Declared,N,P02,C14,15,2,0,1,7,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,13
JANAKPUR,SEN,M,Eth-9,01375960,Private Colleges & Universities,Transfer,"Global Marketplace Engagement, Political Science Emphasis",3696,N,Track & Field (Women's),Y,T04,C11,4,12,20,18,5,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,11
Almaty,NGA,Not Declared,Eth-9,01442501,Jump Forward Athletic Website,Transfer,Applied Mathematics: Actuarial and Financial Math Emphasis,2837,Y,Basketball (Men's),Y,T02,C10,4,2,16,20,6,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,17
Eastern Visayas,SAU,Not Declared,Eth-7,01309861,RNL Junior Search,First-Time Freshman,"Sports and Recreation, Camp Administration Emphasis",2837,N,Golf,Y,T03,C12,20,17,0,20,19,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,2
GA,TZA,Not Declared,Eth-8,01564205,Next Step Magazine,Test Optional,"Science Education, Secondary",2029,N,Golf,N,Raley College,C10,15,13,18,19,4,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,5
Chittagong Division,CAN,M,Eth-7,01562079,GenWhy,Test Optional,"Sports and Recreation, Sports Ministry Emphasis",3930,Y,Basketball (Women's),N,P02,C3,5,14,18,8,15,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,17
Herat,COD,Not Declared,Eth-7,01386698,Falls Creek,Readmit,Engineering - Electrical Engineering,2029,Y,Soccer,N,Raley College,C13,13,3,16,9,5,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,10
Quang Nam,BHS,Not Declared,Eth-5,01327323,College Fair Contact,First-Time Freshman,"Global Marketplace Engagement, Political Science Emphasis",4049,N,Softball,N,P02,C2,10,10,19,10,10,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,14
AK,CUB,M,Not Declared,01333971,Bison Day Registration,Readmit,Sports Communication,3442,N,Track & Field (Men's),Y,T03,C14,10,13,17,17,7,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,13
Odisha,USA,M,Eth-6,01492673,StriveScan - Connections,Transfer,Nursing,3762,Y,Dance,N,T06,C7,10,15,16,3,7,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,2
KY,LBR,M,Eth-2,01566676,Falls Creek,Readmit,"Biblical and Theological Studies, Biblical Language Emphasis",2826,N,Track & Field (Men's),N,Graduate,C3,0,17,12,14,10,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,10
Not Declared,SLE,M,Eth-4,01567032,NRCCUA Declared Names,Transfer,Engineering - Electrical Engineering,2355,N,Softball,Y,T06,C7,13,18,19,19,12,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,6
Kericho,GHA,M,Eth-4,01552924,Christian Connector Web Response,Transfer,"Chemistry, Forensic Emphasis",4752,N,Football,Y,Homeschool,C12,4,15,8,11,20,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,20
Akwa Ibom,VEN,Not Declared,Eth-5,01356203,Niche Inquiries,Transfer,Software Engineering,3935,N,Soccer,N,P02,C2,17,2,9,3,11,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,3
ADDIS ABABA,ARE,M,Eth-3,01438716,Not Declared,Second Degree,Engineering - Electrical Engineering,3619,Y,Golf,N,Graduate,C10,14,6,15,7,7,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,3
NC,IRN,M,Eth-8,01526860,Paper Application,Test Optional,"Special Education, Early Childhood Track",3755,Y,Basketball (Women's),N,P01,C2,11,17,4,16,7,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,6
Kwara,CUB,M,Eth-6,01320218,NRCCUA Declared Names,Test Optional,Worship Studies,2946,N,Dance,N,T06,C10,2,13,18,5,17,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,2
JANAKPUR,BRA,Not Declared,Eth-9,01405869,Referral - OBU Faculty Member,Transfer (24+ Hours),Biology,2992,Y,Marching Band,Y,T06,C5,4,14,0,15,6,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,19
ASHANTI,MNG,Not Declared,Eth-6,01303177,Christian Connector Web Response,Transfer,"Global Marketplace Engagement, Math Education Emphasis",3052,N,Basketball (Women's),N,T01,C14,11,19,16,19,20,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,15
NH,MEX,Not Declared,Eth-2,01311008,Text Message - Outgoing,Readmit,"Mathematics Education, Secondary",4049,N,Volleyball,Y,T01,C8,12,3,14,3,8,N,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,13
KY,ARG,Not Declared,Eth-3,01538593,Website Inquiry,Transfer,Psychology,2720,Y,Volleyball,Y,T05,C5,4,14,1,1,5,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,13
SOUTHWEST REGION,OMN,M,Eth-5,01542178,Bison Day Attended,Transfer,"Computer Science, Interdisciplinary Emphasis",3860,N,Marching Band,N,T02,C5,0,3,8,8,4,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,17
Doukkala-Abda,Not Declared,Not Declared,Eth-7,01543886,Church Visit,Second Degree,Software Engineering,3230,N,Golf,N,T01,C13,7,5,20,16,11,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,16
Al Farwaniyah,HKG,M,Eth-9,01343980,Website Inquiry,Readmit,Biology,2697,Y,Dance,Y,T03,C7,11,2,3,7,20,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,0
FL,PAK,Not Declared,Not Declared,01378406,Phone Call - Successful,Transfer,"Music Education, Instrumental Certificate P-12",2260,N,Dance,Y,P01,C14,18,16,7,2,12,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,2
Bihar,BRB,Not Declared,Eth-3,01409554,Encoura Affinity Connection,First-Time Freshman,"Sports and Recreation, Sports Ministry Emphasis",3930,N,Dance,Y,Homeschool,C4,11,13,3,5,20,Y,N,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,16
Western Highlands,BEN,M,Eth-6,01447008,Clark Higher Ed Prospect,Transfer,"Social Sciences Education, Secondary",3188,N,Dance,Y,Graduate,C11,10,2,6,18,0,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,5
Tangier-Tetouan,DEU,M,Eth-2,01502333,College Raptor,Transfer,Physics,3369,Y,Basketball (Women's),N,Homeschool,C4,0,18,9,4,9,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,13
Dhaka Division,HND,Not Declared,Eth-3,01392423,Online Application,Transfer (24+ Hours),"Biblical and Theological Studies, Biblical Studies Emphasis",3895,Y,Dance,Y,T07,C9,11,5,14,13,15,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,13
Garissa,CHE,Not Declared,Eth-5,01485811,Phone Call - Voicemail,Transfer,Christian Ministry,4907,N,Dance,Y,T00,C14,1,3,10,9,7,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,3
MD,Not Declared,M,Eth-9,01556786,Campus Visit Registration,Test Optional,Music Education,2826,N,Soccer,N,T01,C4,9,16,16,8,4,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,13
ETHIOPIA,DEU,Not Declared,Eth-5,01364119,Graduate Website Inquiry,Transfer,"Journalism and Mass Communication, Journalism Emphasis",3776,N,Track & Field (Men's),Y,P02,C3,7,14,3,9,19,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,17
Scotland,NZL,M,Eth-3,01332868,Empower Conference,Second Degree,Biochemistry,3948,N,Track & Field (Men's),Y,T03,C8,0,20,12,2,2,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,18
JANAKPUR,WSM,M,Eth-9,01580582,Encoura Affinity Connection,Transfer (24+ Hours),Vocal Performance,4049,Y,Softball,N,T05,C5,7,16,18,0,2,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,1
Kiambu,MMR,M,Eth-7,01588378,Campus Visit Attended,Second Degree,"Philosophy, Apologetics Emphasis",3762,Y,Softball,N,T06,C14,2,0,8,8,15,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,16
Telangana,CMR,M,Eth-5,01506090,GTCF Matchmaker,Transfer (24+ Hours),"Biblical and Theological Studies, Practical Theology Emphasis",2501,Y,Track & Field (Women's),N,T04,C11,13,13,11,4,5,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,13
Sylhet Division,VNM,M,Eth-2,01333371,Church Visit,Test Optional,Christian Ministry,3553,Y,Soccer,N,T00,C10,0,16,19,2,19,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,17
AB,SLV,M,Eth-5,01425339,CollegExpress,Readmit,Computer Science,3308,Y,Not Declared,N,T06,C10,12,11,12,2,17,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,16
IA,HKG,M,Eth-8,01535309,Inquiry Form,Second Degree,Christian Studies,3038,Y,Football,N,T05,C14,8,13,17,9,5,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,5
GHANA,UZB,M,Eth-6,01599617,StriveScan - Connections,First-Time Freshman,Engineering - Mechanical Engineering,2794,Y,Not Declared,Y,T02,C6,20,5,8,9,15,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,13
NM,BDI,M,Eth-3,01561146,Transcript Received,Second Degree,Theatre,4049,Y,Basketball (Men's),Y,Homeschool,C4,20,5,20,11,17,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,7
Kigali,MNG,Not Declared,Eth-5,01493215,Campus Visit Registration,First-Time Freshman,"Exercise Science, Human Performance Emphasis",2556,Y,Basketball (Women's),Y,T07,C8,12,3,0,3,6,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,5
Dar es Salaam,Not Declared,M,Eth-3,01595717,Night on the Hill Reservation,First-Time Freshman,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),3442,Y,Track & Field (Men's),N,T04,C11,10,14,8,2,0,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,2
Sao Paulo,COD,M,Eth-2,01599024,Clark Higher Ed Quick App,Test Optional,Family Therapy,2779,Y,Football,Y,T01,C6,15,13,9,18,20,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,5
Plateau,NGA,Not Declared,Eth-7,01461584,Phone Call - Successful,Test Optional,Philosophy,2190,Y,STUNT,N,T01,C7,4,18,20,5,12,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,9
New Providence,ARE,M,Eth-6,01468600,High School Visit,First-Time Freshman,"English Education, Secondary",4929,Y,Marching Band,Y,T06,C13,14,10,17,6,15,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,17
